"Metabolite.name","Replicate.Name","Adjusted.Area","Area.with.QC","RF.ratio","RF.max","RF.min","RF.ave","umol.in.vial.ave","umol.in.vial.max","umol.in.vial.min","umol.in.vial_IS","nmol.in.Enviro.ave","Emperical.Formula","C","N","nmol.C.ave","nmol.N.ave","totalCmeasured_nM_perID","totalNmeasured_nM_perID","ratioCN","molFractionC","molFractionN"
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Poo_Day1and2Poo_Half5",65133596.557377,33387810,2.38186084756828,254536.5,48267.5,151402,180.616350165007,566.544292695549,107.433223320359,NA,14.4493080132006,"C7H16NO2",7,1,101.145156092404,14.4493080132006,3757.93509465767,1525.06764800998,2.46411042786286,0.0269150886177341,0.00947453578997308
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Poo_Day1and2Poo_Half6",66894901.9016393,34290664,2.38186084756828,254536.5,48267.5,151402,185.500473867996,581.864458373902,110.3383708999,NA,14.8400379094397,"C7H16NO2",7,1,103.880265366078,14.8400379094397,3757.93509465767,1525.06764800998,2.46411042786286,0.0276429110001807,0.00973074075029005
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Poo_MesoScopeQC_1",NA,64528140,2.38186084756828,254536.5,48267.5,151402,NA,NA,NA,NA,NA,"C7H16NO2",7,1,NA,NA,1580.4028298698,566.303597130091,2.79073422432589,NA,NA
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Poo_MesoScopeQC_2",57296787.1803279,58741244,2.38186084756828,254536.5,48267.5,151402,158.884771050155,498.378248439127,94.5069650385526,NA,12.7107816840124,"C7H16NO2",7,1,88.9754717880868,12.7107816840124,1580.4028298698,566.303597130091,2.79073422432589,0.0562992359330416,0.0224451720745339
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Poo_MesoScopeQC_3",69493588.7868852,71245528,2.38186084756828,254536.5,48267.5,151402,192.706667986592,604.468326441311,114.624719623732,NA,15.4165334389274,"C7H16NO2",7,1,107.915734072492,15.4165334389274,1580.4028298698,566.303597130091,2.79073422432589,0.0682836882045964,0.0272230893765379
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Poo_MesoScopeQC_4",75510962.295082,77414600,2.38186084756828,254536.5,48267.5,151402,209.392926662216,656.808574765894,124.549948170548,NA,16.7514341329773,"C7H16NO2",7,1,117.260038930841,16.7514341329773,1580.4028298698,566.303597130091,2.79073422432589,0.0741962977505557,0.0295803067786785
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Poo_MesoScopeQC_5",77657152.6557377,79614896,2.38186084756828,254536.5,48267.5,151402,215.344341756567,675.476542821314,128.089936141291,NA,17.2275473405254,"C7H16NO2",7,1,120.592831383678,17.2275473405254,1580.4028298698,566.303597130091,2.79073422432589,0.0763051224057932,0.0304210452270319
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Poo_MesoScopeQC_6",83469221.9016393,85573488,2.38186084756828,254536.5,48267.5,151402,231.461288917258,726.031015997322,137.676529946199,NA,18.5169031133807,"C7H16NO2",7,1,129.618321793665,18.5169031133807,1580.4028298698,566.303597130091,2.79073422432589,0.0820160020874822,0.0326978377097029
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS10C215m_A",59940830.6229508,61451944,2.38186084756828,254536.5,48267.5,151402,166.216739519969,521.376636386851,98.8681261697333,NA,13.2973391615975,"C7H16NO2",7,1,93.0813741311826,13.2973391615975,1146.28652332646,408.652184591184,2.80504195633558,0.0812025372688369,0.0325395034285701
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS10C215m_B",130182035.934426,133463936,2.38186084756828,254536.5,48267.5,151402,360.996558309396,1132.34787219473,214.725985943702,NA,28.8797246647517,"C7H16NO2",7,1,202.158072653262,28.8797246647517,1146.28652332646,408.652184591184,2.80504195633558,0.176359111390938,0.0706706724048056
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS10C215m_C",111784792,114602896,2.38186084756828,254536.5,48267.5,151402,309.980750367573,972.325178788032,184.381043846958,NA,24.7984600294059,"C7H16NO2",7,1,173.589220205841,24.7984600294059,1146.28652332646,408.652184591184,2.80504195633558,0.151436152020783,0.0606835371606156
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS10C2175m_A",22482845.5737705,23049640,2.38186084756828,254536.5,48267.5,151402,62.3452369205612,195.560026109635,37.0838506864312,NA,4.98761895364489,"C7H16NO2",7,1,34.9133326755143,4.98761895364489,406.645358192082,177.249687551871,2.29419506352067,0.0858569561220042,0.0281389435577161
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS10C2175m_B",24742253.704918,25366008,2.38186084756828,254536.5,48267.5,151402,68.6106064341503,215.212783660708,40.8105832968679,NA,5.48884851473202,"C7H16NO2",7,1,38.4219396031241,5.48884851473202,406.645358192082,177.249687551871,2.29419506352067,0.0944851301732436,0.030966759888509
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS10C2175m_C",26401392.6721311,27066974,2.38186084756828,254536.5,48267.5,151402,73.2114213824019,229.644286945427,43.5472147222045,NA,5.85691371059215,"C7H16NO2",7,1,40.998395974145,5.85691371059215,406.645358192082,177.249687551871,2.29419506352067,0.100821010613329,0.0330432949783236
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS10C2DCM_A",59606772.2622951,61109464,2.38186084756828,254536.5,48267.5,151402,165.290391137063,518.470933836094,98.3171207230935,NA,13.2232312909651,"C7H16NO2",7,1,92.5626190367555,13.2232312909651,1190.79773110126,559.165906193671,2.12959645413149,0.0777316051409946,0.0236481358117444
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS10C2DCM_B",85075269.3114754,87220024,2.38186084756828,254536.5,48267.5,151402,235.914880253966,740.000718914611,140.325590633214,NA,18.8731904203173,"C7H16NO2",7,1,132.112332942221,18.8731904203173,1190.79773110126,559.165906193671,2.12959645413149,0.110944394242373,0.0337523983691889
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS10C2DCM_C",73502523.2131148,75355528,2.38186084756828,254536.5,48267.5,151402,203.8234977394,639.338793282035,121.237171111965,NA,16.305879819152,"C7H16NO2",7,1,114.141158734064,16.305879819152,1190.79773110126,559.165906193671,2.12959645413149,0.0958526840897699,0.0291610765937942
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS11C215m_A",116503793.57377,119440864,2.38186084756828,254536.5,48267.5,151402,323.066605989356,1013.37194344021,192.164700465357,NA,25.8453284791484,"C7H16NO2",7,1,180.917299354039,25.8453284791484,1307.08783040314,500.317175954501,2.61251840476892,0.138412503846998,0.0516578876786329
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS11C215m_B",71154688.3278688,72948504,2.38186084756828,254536.5,48267.5,151402,197.312919632606,618.916883166019,117.364584875709,NA,15.7850335706085,"C7H16NO2",7,1,110.495234994259,15.7850335706085,1307.08783040314,500.317175954501,2.61251840476892,0.084535432450763,0.031550053304674
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS11C215m_C",82392158.7540984,84469272,2.38186084756828,254536.5,48267.5,151402,228.47457814297,716.662517843309,135.899991081837,NA,18.2779662514376,"C7H16NO2",7,1,127.945763760063,18.2779662514376,1307.08783040314,500.317175954501,2.61251840476892,0.0978861257706003,0.0365327578781741
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS11C2175m_A",17016223.5737705,17445204,2.38186084756828,254536.5,48267.5,151402,47.1862196766423,148.010318153685,28.0670474823179,NA,3.77489757413138,"C7H16NO2",7,1,26.4242830189197,3.77489757413138,330.837875386766,125.955851541624,2.6266177500887,0.0798707916620138,0.0299700055847259
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS11C2175m_B",27330770.9672131,28019782,2.38186084756828,254536.5,48267.5,151402,75.7886000498261,237.728194431942,45.0801579527642,NA,6.06308800398609,"C7H16NO2",7,1,42.4416160279026,6.06308800398609,330.837875386766,125.955851541624,2.6266177500887,0.128285239343549,0.0481366123905919
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS11C2175m_C",21946411.1311475,22499682,2.38186084756828,254536.5,48267.5,151402,60.8576969066451,190.894018274406,36.1990403225466,NA,4.86861575253161,"C7H16NO2",7,1,34.0803102677212,4.86861575253161,330.837875386766,125.955851541624,2.6266177500887,0.103012118028746,0.0386533510983624
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS11C2DCM_A",46453085.8032787,47624172,2.38186084756828,254536.5,48267.5,151402,128.815039475044,404.057691129655,76.6210528022528,NA,10.3052031580035,"C7H16NO2",7,1,72.1364221060247,10.3052031580035,981.700229349149,398.645115108587,2.46259189475267,0.0734811095581081,0.0258505692593185
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS11C2DCM_B",37719047.6393443,38669948,2.38186084756828,254536.5,48267.5,151402,104.595432716771,328.087381865323,62.2148796113111,NA,8.36763461734164,"C7H16NO2",7,1,58.5734423213915,8.36763461734164,981.700229349149,398.645115108587,2.46259189475267,0.0596653036948201,0.0209901847538314
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS11C2DCM_C",77888933.4426229,79852520,2.38186084756828,254536.5,48267.5,151402,215.987073034713,677.492615768408,128.472242022663,NA,17.278965842777,"C7H16NO2",7,1,120.952760899439,17.278965842777,981.700229349149,398.645115108587,2.46259189475267,0.123207428585026,0.0433442307152577
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS12C115m_A",87901531.0163934,90117536,2.38186084756828,254536.5,48267.5,151402,243.752142446355,764.584075633977,144.987307795397,NA,19.5001713957084,"C7H16NO2",7,1,136.501199769959,19.5001713957084,1134.1976347429,373.104271336219,3.03989453318489,0.120350453561738,0.0522646694069498
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS12C115m_B",89438277.5081967,91693024,2.38186084756828,254536.5,48267.5,151402,248.013561393701,777.950986111339,147.522061559458,NA,19.841084911496,"C7H16NO2",7,1,138.887594380472,19.841084911496,1134.1976347429,373.104271336219,3.03989453318489,0.122454491286217,0.0531783912321296
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS12C115m_C",120183265.770492,123213096,2.38186084756828,254536.5,48267.5,151402,333.269832493517,1045.37668574472,198.233727497563,NA,26.6615865994813,"C7H16NO2",7,1,186.631106196369,26.6615865994813,1134.1976347429,373.104271336219,3.03989453318489,0.164549017278346,0.0714588082950558
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS12C1175m_A",10939657.3196721,11215447,2.38186084756828,254536.5,48267.5,151402,30.3358187106174,95.1552001745459,18.0441847217389,NA,2.42686549684939,"C7H16NO2",7,1,16.9880584779457,2.42686549684939,318.316988776822,129.527044752423,2.45753301470941,0.0533683688804192,0.0187363612092601
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS12C1175m_B",20039344.4426229,20544538,2.38186084756828,254536.5,48267.5,151402,55.5693750112135,174.305992965199,33.0534697988216,NA,4.44555000089708,"C7H16NO2",7,1,31.1188500062796,4.44555000089708,318.316988776822,129.527044752423,2.45753301470941,0.0977605691919182,0.0343214037608461
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS12C1175m_C",17908054.442623,18359518,2.38186084756828,254536.5,48267.5,151402,49.6592788198562,155.767631053688,29.5380589105447,NA,3.9727423055885,"C7H16NO2",7,1,27.8091961391195,3.9727423055885,318.316988776822,129.527044752423,2.45753301470941,0.0873632169177655,0.0306711414066612
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS12C1DCM_A",42870413.2786885,43951180,2.38186084756828,254536.5,48267.5,151402,118.880239779807,372.894930608428,70.7116899271512,NA,9.51041918238455,"C7H16NO2",7,1,66.5729342766918,9.51041918238455,1395.19802489975,600.037054678659,2.32518644310546,0.0477157601204857,0.015849719793518
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS12C1DCM_B",74976258.2295082,76866416,2.38186084756828,254536.5,48267.5,151402,207.910185007419,652.157618076207,123.667991940226,NA,16.6328148005935,"C7H16NO2",7,1,116.429703604155,16.6328148005935,1395.19802489975,600.037054678659,2.32518644310546,0.0834503070720165,0.0277196460966915
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS12C1DCM_C",94244355.8688525,96620264,2.38186084756828,254536.5,48267.5,151402,261.340882131225,819.75516105934,155.449345129016,NA,20.907270570498,"C7H16NO2",7,1,146.350893993486,20.907270570498,1395.19802489975,600.037054678659,2.32518644310546,0.104896144763394,0.0348432991054104
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS13C2175m_A",21532462.8032787,22075298,2.38186084756828,254536.5,48267.5,151402,59.7098125568117,187.293417739191,35.5162620713588,NA,4.77678500454494,"C7H16NO2",7,1,33.4374950318146,4.77678500454494,422.329176603033,178.997159448824,2.35941831648887,0.0791740113737016,0.0266863732321442
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS13C2175m_B",23696708,24294104,2.38186084756828,254536.5,48267.5,151402,65.711293957422,206.118430159872,39.0860302068332,NA,5.25690351659376,"C7H16NO2",7,1,36.7983246161563,5.25690351659376,422.329176603033,178.997159448824,2.35941831648887,0.0871318550902411,0.029368642121367
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS13C2175m_C",32997818.2295082,33829696,2.38186084756828,254536.5,48267.5,151402,91.5033992752407,287.021239075361,54.4275483361718,NA,7.32027194201926,"C7H16NO2",7,1,51.2419035941348,7.32027194201926,422.329176603033,178.997159448824,2.35941831648887,0.121331668359488,0.0408960229567898
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS13C2DCM_A",63618496.3606557,65222324,2.38186084756828,254536.5,48267.5,151402,176.414956688677,553.365665770531,104.934173576595,NA,14.1131965350942,"C7H16NO2",7,1,98.7923757456592,14.1131965350942,1067.5028639725,474.516263755605,2.24966549201842,0.0925453027620209,0.0297422820103023
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS13C2DCM_B",63966140.2295082,65578732,2.38186084756828,254536.5,48267.5,151402,177.378977870803,556.389537630815,105.507587350323,NA,14.1903182296643,"C7H16NO2",7,1,99.3322276076499,14.1903182296643,1067.5028639725,474.516263755605,2.24966549201842,0.0930510174352179,0.0299048089887449
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS13C2DCM_C",67763812.5901639,69472144,2.38186084756828,254536.5,48267.5,151402,187.909975039061,589.422407227718,111.771577124946,NA,15.0327980031249,"C7H16NO2",7,1,105.229586021874,15.0327980031249,1067.5028639725,474.516263755605,2.24966549201842,0.0985754601447,0.0316802587210527
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS13C315m_A",81672712.0655738,83731688,2.38186084756828,254536.5,48267.5,151402,226.479542679127,710.404635017458,134.713315067604,NA,18.1183634143301,"C7H16NO2",7,1,126.828543900311,18.1183634143301,882.660406589591,287.50922475279,3.07002464824748,0.143688946454899,0.063018372471036
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS13C315m_B",53600569.147541,54951844,2.38186084756828,254536.5,48267.5,151402,148.635108114561,466.22784769795,88.4103169437814,NA,11.8908086491649,"C7H16NO2",7,1,83.2356605441544,11.8908086491649,882.660406589591,287.50922475279,3.07002464824748,0.0943008884535321,0.0413580074148543
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS13C315m_C",83269200.4590164,85368424,2.38186084756828,254536.5,48267.5,151402,230.906626733212,724.291191809433,137.346608838661,NA,18.472530138657,"C7H16NO2",7,1,129.307710970599,18.472530138657,882.660406589591,287.50922475279,3.07002464824748,0.146497690397393,0.0642502172044749
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS14C215m_A",130366435.213115,133652984,2.38186084756828,254536.5,48267.5,151402,361.50790002013,1133.95181185783,215.030139405734,NA,28.9206320016104,"C7H16NO2",7,1,202.444424011273,28.9206320016104,1351.07792301145,452.997457545252,2.98252871071905,0.149839191776622,0.0638428130663875
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS14C215m_B",119720983.934426,122739160,2.38186084756828,254536.5,48267.5,151402,331.987918667304,1041.35567125016,197.471226570913,NA,26.5590334933844,"C7H16NO2",7,1,185.91323445369,26.5590334933844,1351.07792301145,452.997457545252,2.98252871071905,0.13760363579867,0.05862954206698
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS14C215m_C",92112305.0491803,94434464,2.38186084756828,254536.5,48267.5,151402,255.428676176556,801.210181394996,151.932679322938,NA,20.4342940941245,"C7H16NO2",7,1,143.040058658872,20.4342940941245,1351.07792301145,452.997457545252,2.98252871071905,0.105871065038237,0.0451090701587066
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS14C2175m_A",26062689.4098361,26719732,2.38186084756828,254536.5,48267.5,151402,72.272192624002,226.698182165207,42.9885478415047,NA,5.78177540992016,"C7H16NO2",7,1,40.4724278694411,5.78177540992016,489.523192994701,217.244871662413,2.25332450542444,0.0826772427713741,0.0266140938825232
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS14C2175m_B",43117289.5081967,44204280,2.38186084756828,254536.5,48267.5,151402,119.564830925898,375.042306559131,71.1188946647842,NA,9.56518647407186,"C7H16NO2",7,1,66.956305318503,9.56518647407186,489.523192994701,217.244871662413,2.25332450542444,0.136778616982154,0.0440295156377071
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS14C2175m_C",25233643.7213115,25869786,2.38186084756828,254536.5,48267.5,151402,69.9732376407708,219.486986591143,41.621096091476,NA,5.59785901126167,"C7H16NO2",7,1,39.1850130788317,5.59785901126167,489.523192994701,217.244871662413,2.25332450542444,0.0800473065210944,0.0257675081967433
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS14C2DCM_A",51106227.704918,52394620,2.38186084756828,254536.5,48267.5,151402,141.71826532921,444.531595947025,84.2960785874444,NA,11.3374612263368,"C7H16NO2",7,1,79.3622285843575,11.3374612263368,1259.78898367863,526.257720488751,2.39386318647949,0.0629964459227265,0.0215435532533515
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS14C2DCM_B",69969097.1803279,71733024,2.38186084756828,254536.5,48267.5,151402,194.025259236513,608.604388023547,115.409036813685,NA,15.522020738921,"C7H16NO2",7,1,108.654145172447,15.522020738921,1259.78898367863,526.257720488751,2.39386318647949,0.0862478927662735,0.0294950936292304
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS14C2DCM_C",153517100.983607,157387280,2.38186084756828,254536.5,48267.5,151402,425.705011439776,1335.32066384223,253.215511889277,NA,34.0564009151821,"C7H16NO2",7,1,238.394806406275,34.0564009151821,1259.78898367863,526.257720488751,2.39386318647949,0.189233918929941,0.0647143017370898
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS4C115m_A",41391567.1147541,42435052,2.38186084756828,254536.5,48267.5,151402,114.779379230059,360.03164809011,68.2724386254599,NA,9.1823503384047,"C7H16NO2",7,1,64.2764523688329,9.1823503384047,1044.83240545692,397.352882419062,2.62948238627599,0.0615184330358934,0.0231088051570258
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS4C115m_B",126242644.327869,129425232,2.38186084756828,254536.5,48267.5,151402,350.072571742492,1098.08230189997,208.228240377929,NA,28.0058057393993,"C7H16NO2",7,1,196.040640175795,28.0058057393993,1044.83240545692,397.352882419062,2.62948238627599,0.187628790179095,0.0704809427048862
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS4C115m_C",86609401.704918,88792832,2.38186084756828,254536.5,48267.5,151402,240.169050270962,753.344891471989,142.856032628422,NA,19.213524021677,"C7H16NO2",7,1,134.494668151739,19.213524021677,1044.83240545692,397.352882419062,2.62948238627599,0.128723676112364,0.0483538055763081
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS4C1175m_A",15024332.3196721,15403097,2.38186084756828,254536.5,48267.5,151402,41.6626781058352,130.684472793902,24.7815648858991,NA,3.33301424846681,"C7H16NO2",7,1,23.3310997392677,3.33301424846681,361.442281407024,153.034924997921,2.3618287225085,0.0645500013126419,0.0217794353054513
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS4C1175m_B",23158560.7377049,23742390,2.38186084756828,254536.5,48267.5,151402,64.219004271232,201.437523896474,38.1983946690281,NA,5.13752034169856,"C7H16NO2",7,1,35.9626423918899,5.13752034169856,361.442281407024,153.034924997921,2.3618287225085,0.0994976078943902,0.0335709011636942
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS4C1175m_C",16749889.8688525,17172156,2.38186084756828,254536.5,48267.5,151402,46.4476726862909,145.693697416477,27.6277490263668,NA,3.71581381490327,"C7H16NO2",7,1,26.0106967043229,3.71581381490327,361.442281407024,153.034924997921,2.3618287225085,0.07196362473994,0.0242808222695163
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS4C1DCM_A",46014042.1311475,47174060,2.38186084756828,254536.5,48267.5,151402,127.597565393853,400.238806562596,75.8968815700699,NA,10.2078052315082,"C7H16NO2",7,1,71.4546366205575,10.2078052315082,929.596201187823,443.348309672885,2.09676270531787,0.0768663173636617,0.0230243467918933
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS4C1DCM_B",37833923.6065574,38787720,2.38186084756828,254536.5,48267.5,151402,104.913985338096,329.086594668429,62.4043593282629,NA,8.39311882704767,"C7H16NO2",7,1,58.7518317893337,8.39311882704767,929.596201187823,443.348309672885,2.09676270531787,0.0632014542596684,0.0189312074590751
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS4C1DCM_C",40239686.1311475,41254132,2.38186084756828,254536.5,48267.5,151402,111.58519757758,350.012370303845,66.3724930752204,NA,8.92681580620643,"C7H16NO2",7,1,62.487710643445,8.92681580620643,929.596201187823,443.348309672885,2.09676270531787,0.0672202732364861,0.0201349945662202
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS5C115m_A",73235432.5901639,75081704,2.38186084756828,254536.5,48267.5,151402,203.082851805037,637.015588729189,120.796624173689,NA,16.2466281444029,"C7H16NO2",7,1,113.72639701082,16.2466281444029,1057.41308645752,337.961755863302,3.12879510214529,0.107551531626887,0.0480723864832041
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS5C115m_B",95795686.6885246,98210704,2.38186084756828,254536.5,48267.5,151402,265.642743618343,833.248928767895,158.008154701995,NA,21.2514194894674,"C7H16NO2",7,1,148.759936426272,21.2514194894674,1057.41308645752,337.961755863302,3.12879510214529,0.140682897092411,0.0628811370540493
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS5C115m_C",87225158.4262295,89424112,2.38186084756828,254536.5,48267.5,151402,241.876552043797,758.700859429948,143.871679435111,NA,19.3501241635038,"C7H16NO2",7,1,135.450869144527,19.3501241635038,1057.41308645752,337.961755863302,3.12879510214529,0.128096456228195,0.0572553664069922
"(3-Carboxypropyl)trimethylammonium (TMAB)","180821_Smp_MS5C1175m_A",27363162.3770492,28052990,2.38186084756828,254536.5,48267.5,151402,75.8784218703691,238.009941016577,45.133585273694,NA,6.07027374962953,"C7H16NO2",7,1,42.4919162474067,6.07027374962953,653.737119091137,348.901291654075,1.87370220382932,0.0649984756969,0.017398255308404
